ID	position	person	department	year	team
16765	Defensive Backs	Rod Perry	strength and conditioning	2000	San_Diego_Chargers
16766	Defensive Assistant/Secondary	Mark Banker	strength and conditioning	2000	San_Diego_Chargers
16767	defensive assistant/quality control	andrew mcclave	strength and conditioning	2000	San_Diego_Chargers
16768	special teams	bruce read	defensive coaches	2000	San_Diego_Chargers
16769	Strength and Conditioning	John Hastings	special teams coaches	2000	San_Diego_Chargers
16770	Assistant Strength and Conditioning	Mike Schleelein	special teams coaches	2000	San_Diego_Chargers
16771	owner - preston robert tisch	NA	front office	2000	New_York_Giants
16772	head coach	jim fassel	head coaches	2000	New_York_Giants
16773	Offensive Coordinator/Quarterbacks	Sean Payton	offensive coaches	2000	New_York_Giants
16774	Running Backs	Mike Gillhamer	offensive coaches	2000	New_York_Giants
16775	Wide Receivers	Jimmy Robinson	offensive coaches	2000	New_York_Giants
16776	Tight Ends	Mike Pope	offensive coaches	2000	New_York_Giants
16777	Offensive Line	Jim McNally	offensive coaches	2000	New_York_Giants
16778	Defensive Coordinator	John Fox	strength and conditioning	2000	New_York_Giants
16779	Defensive Line	Denny Marcin	strength and conditioning	2000	New_York_Giants
16780	Linebackers	Tom Olivadotti	strength and conditioning	2000	New_York_Giants
16781	Defensive Backs	Johnnie Lynn	strength and conditioning	2000	New_York_Giants
16782	defensive quality control	dave brazil	strength and conditioning	2000	New_York_Giants
16783	special teams	larry mac duff	defensive coaches	2000	New_York_Giants
16784	Strength and Conditioning	John Dunn	special teams coaches	2000	New_York_Giants
16785	Assistant Strength and Conditioning	Craig Stoddard	special teams coaches	2000	New_York_Giants
16786	President/Chief Executive Officer	Jeffrey Lurie	front office	2000	Philadelphia_Eagles
16787	Executive Vice President/Chief Operating Officer	Joe Banner	front office	2000	Philadelphia_Eagles
16788	Director of Football Operations	Tom Modrak	front office	2000	Philadelphia_Eagles
16789	Director of College Scouting	John Goeller	front office	2000	Philadelphia_Eagles
16790	director of pro personnel	mike mccartney	front office	2000	Philadelphia_Eagles
16791	Head Coach	Andy Reid	head coaches	2000	Philadelphia_Eagles
16792	assistant to the head coach	sean mcdermott	head coaches	2000	Philadelphia_Eagles
16793	Offensive Coordinator	Rod Dowhower	offensive coaches	2000	Philadelphia_Eagles
16794	Quarterbacks	Brad Childress	offensive coaches	2000	Philadelphia_Eagles
16795	Running Backs	Ted Williams	offensive coaches	2000	Philadelphia_Eagles
16796	Wide Receivers	David Culley	offensive coaches	2000	Philadelphia_Eagles
16797	Tight Ends/Offensive Line	Pat Shurmur	offensive coaches	2000	Philadelphia_Eagles
16798	Offensive Line	Juan Castillo	offensive coaches	2000	Philadelphia_Eagles
16799	Offensive Assistant/Quality Control	Tom Melvin	offensive coaches	2000	Philadelphia_Eagles
16800	Defensive Coordinator	Jim Johnson	strength and conditioning	2000	Philadelphia_Eagles
16801	Defensive Line	Tommy Brasher	strength and conditioning	2000	Philadelphia_Eagles
16802	Linebackers	Ron Rivera	strength and conditioning	2000	Philadelphia_Eagles
16803	Defensive Backs	Leslie Frazier	strength and conditioning	2000	Philadelphia_Eagles
16804	defensive assistant	steve spagnuolo	strength and conditioning	2000	Philadelphia_Eagles
16805	special teams coordinator	john harbaugh	defensive coaches	2000	Philadelphia_Eagles
16806	Head Athletic Trainer	Rick Burkholder	special teams coaches	2000	Philadelphia_Eagles
16807	Strength and Conditioning	Mike Wolf	special teams coaches	2000	Philadelphia_Eagles
16808	Assistant Strength and Conditioning	Tom Kanavy	special teams coaches	2000	Philadelphia_Eagles
16809	Volunteer Assistant Strength and Conditioning	Chris DiSanto	special teams coaches	2000	Philadelphia_Eagles
16810	Assistant Trainer	Eric Sugarman	special teams coaches	2000	Philadelphia_Eagles
16811	Owner	Daniel Snyder	front office	2000	Washington_Redskins
16812	Director of Player Personnel	Vinny Cerrato	front office	2000	Washington_Redskins
16813	assistant general manager	bobby mitchell	front office	2000	Washington_Redskins
16814	head coach	norv turner	head coaches	2000	Washington_Redskins
16815	Pass Game Coordinator	Terry Robiskie	offensive coaches	2000	Washington_Redskins
16816	Quarterbacks	Rich Olson	offensive coaches	2000	Washington_Redskins
16817	Running Backs	Kirby Wilson	offensive coaches	2000	Washington_Redskins
16818	Tight Ends	Pat Flaherty	offensive coaches	2000	Washington_Redskins
16819	Offensive Line	Russ Grimm	offensive coaches	2000	Washington_Redskins
16820	Offensive Assistant	Jason Verduzco	offensive coaches	2000	Washington_Redskins
16821	Defensive Coordinator	Ray Rhodes	strength and conditioning	2000	Washington_Redskins
16822	Defensive Line	Rubin Carter	strength and conditioning	2000	Washington_Redskins
16823	Defensive Line	Mike Trgovac	strength and conditioning	2000	Washington_Redskins
16824	Linebackers	Foge Fazio	strength and conditioning	2000	Washington_Redskins
16825	Defensive Backs	Ron Meeks	strength and conditioning	2000	Washington_Redskins
16826	defensive assistant	kirk olivadotti	strength and conditioning	2000	Washington_Redskins
16827	special teams	lecharls mcdaniel	defensive coaches	2000	Washington_Redskins
16828	Strength	Dan Riley	special teams coaches	2000	Washington_Redskins
16829	Conditioning Director	Jason Arapoff	special teams coaches	2000	Washington_Redskins
16830	Owner and Chairman	William Clay Ford, Sr.	front office	2000	Detroit_Lions
16831	Vice Chairman	William Clay Ford, Jr.	front office	2000	Detroit_Lions
16832	Executive Vice President and COO	Chuck Schmidt	front office	2000	Detroit_Lions
16833	Vice President of Football Operations	Larry Lee	front office	2000	Detroit_Lions
16834	Vice President of Player Personnel	Ron Hughes	front office	2000	Detroit_Lions
16835	director of pro personnel	sheldon white	front office	2000	Detroit_Lions
16836	head coach	bobby ross	head coaches	2000	Detroit_Lions
16837	Offensive Coordinator	Sylvester Croom	offensive coaches	2000	Detroit_Lions
16838	Quarterbacks	Jim Zorn	offensive coaches	2000	Detroit_Lions
16839	Running Backs	Frank Falks	offensive coaches	2000	Detroit_Lions
16840	Wide Receivers	Jerry Sullivan	offensive coaches	2000	Detroit_Lions
16841	Tight Ends	Danny Smith	offensive coaches	2000	Detroit_Lions
16842	Offensive Line	Golden Pat Ruel	offensive coaches	2000	Detroit_Lions
16843	Offensive Assistant/Special Teams Assistant	Stan Kwan	offensive coaches	2000	Detroit_Lions
16844	Quality Control/Offense	John Misciagna	offensive coaches	2000	Detroit_Lions
16845	Defensive Coordinator	Larry Peccatiello	strength and conditioning	2000	Detroit_Lions
16846	Defensive Line	Brian Baker	strength and conditioning	2000	Detroit_Lions
16847	Linebackers	Gary Moeller	strength and conditioning	2000	Detroit_Lions
16848	Defensive Backs	Richard Selcer	strength and conditioning	2000	Detroit_Lions
16849	Defensive Assistant	Don Clemons	strength and conditioning	2000	Detroit_Lions
16850	quality control/defense	dennis murphy	strength and conditioning	2000	Detroit_Lions
16851	special teams	chuck priefer	defensive coaches	2000	Detroit_Lions
16852	Strength and Conditioning	Bert Hill	special teams coaches	2000	Detroit_Lions
16853	Assistant Strength and Conditioning	Rob Graf	special teams coaches	2000	Detroit_Lions
16854	President and Chief Executive Officer	Bob Harlan	front office	2000	Green_Bay_Packers
16855	Senior Vice President of Administration	John Jones	front office	2000	Green_Bay_Packers
16856	Executive Vice President/General Manager	Ron Wolf	front office	2000	Green_Bay_Packers
16857	Vice President of Personnel	Ken Herock	front office	2000	Green_Bay_Packers
16858	Director of Player Finance/Football Operations	Andrew Brandt	front office	2000	Green_Bay_Packers
16859	Director of College Scouting	John Dorsey	front office	2000	Green_Bay_Packers
16860	Director of Pro Personnel	Reggie McKenzie	front office	2000	Green_Bay_Packers
16861	pro personnel assistant	vince workman	front office	2000	Green_Bay_Packers
16862	head coach	mike sherman	head coaches	2000	Green_Bay_Packers
16863	Offensive Coordinator	Tom Rossley	offensive coaches	2000	Green_Bay_Packers
16864	Running Backs	Kippy Brown	offensive coaches	2000	Green_Bay_Packers
16865	Wide Receivers	Ray Sherman	offensive coaches	2000	Green_Bay_Packers
16866	Tight Ends	Jeff Jagodzinski	offensive coaches	2000	Green_Bay_Packers
16867	Offensive Line	Larry Beightol	offensive coaches	2000	Green_Bay_Packers
16868	Assistant Offensive Line	Rich McGeorge	offensive coaches	2000	Green_Bay_Packers
16869	Offensive Assistant/Quality Control	Darrell Bevell	offensive coaches	2000	Green_Bay_Packers
16870	Offensive Assistant/Quality Control	Trent Miles	offensive coaches	2000	Green_Bay_Packers
16871	Defensive Coordinator	Ed Donatell	strength and conditioning	2000	Green_Bay_Packers
16872	Defensive Line	Jethro Franklin	strength and conditioning	2000	Green_Bay_Packers
16873	Linebackers	Bo Pelini	strength and conditioning	2000	Green_Bay_Packers
16874	Defensive Backs	Bob Slowik	strength and conditioning	2000	Green_Bay_Packers
16875	Assistant Defensive Backs	Lionel Washington	strength and conditioning	2000	Green_Bay_Packers
16876	defensive assistant/quality control	billy davis	strength and conditioning	2000	Green_Bay_Packers
16877	special teams	frank novak	defensive coaches	2000	Green_Bay_Packers
16878	Strength and Conditioning	Barry Rubin	special teams coaches	2000	Green_Bay_Packers
16879	Strength and Conditioning Assistant	Mark Lovat	special teams coaches	2000	Green_Bay_Packers
16880	Owner	Red McCombs	front office	2000	Minnesota_Vikings
16881	President	Gary Woods	front office	2000	Minnesota_Vikings
16882	director of football administration	rob brzezinski	front office	2000	Minnesota_Vikings
16883	Head Coach	Dennis Green	head coaches	2000	Minnesota_Vikings
16884	assistant head coach/defensive backs	richard solomon	head coaches	2000	Minnesota_Vikings
16885	Offensive Coordinator	Sherman Lewis	offensive coaches	2000	Minnesota_Vikings
16886	Quarterbacks	Alex Wood	offensive coaches	2000	Minnesota_Vikings
16887	Running Backs	Carl Hargrave	offensive coaches	2000	Minnesota_Vikings
16888	Wide Receivers	Charlie Baggett	offensive coaches	2000	Minnesota_Vikings
16889	Tight Ends	John Tice	offensive coaches	2000	Minnesota_Vikings
16890	Offensive Line	Mike Tice	offensive coaches	2000	Minnesota_Vikings
16891	Quality Control (Offense)	Dean Dalton	offensive coaches	2000	Minnesota_Vikings
16892	Defensive Coordinator	Emmitt Thomas	strength and conditioning	2000	Minnesota_Vikings
16893	Defensive Line	Fred von Appen	strength and conditioning	2000	Minnesota_Vikings
16894	Inside Linebackers	Trent Walters	strength and conditioning	2000	Minnesota_Vikings
16895	Outside Linebackers	John Fontes	strength and conditioning	2000	Minnesota_Vikings
16896	quality control (defense)	chuck knox, jr.	strength and conditioning	2000	Minnesota_Vikings
16897	special teams	gary zauner	defensive coaches	2000	Minnesota_Vikings
16898	Strength and Conditioning	Steve Wetzel	special teams coaches	2000	Minnesota_Vikings
16899	Assistant Strength and Conditioning	Daryl Lawrence	special teams coaches	2000	Minnesota_Vikings
16900	President	Taylor Smith	front office	2000	Atlanta_Falcons
16901	General Manager	Harold Richardson	front office	2000	Atlanta_Falcons
16902	Vice President of Football Operations	Ron Hill	front office	2000	Atlanta_Falcons
16903	Director of Player Personnel/College	Reed Johnson	front office	2000	Atlanta_Falcons
16904	Director of Player Personnel/Pro	Chuck Connor	front office	2000	Atlanta_Falcons
16905	assistant to head coach/pro personnel	marvin bass	front office	2000	Atlanta_Falcons
16906	Executive Vice President of Football Operations/Head Coach	Dan Reeves	head coaches	2000	Atlanta_Falcons
16907	assistant head coach/defensive coordinator	rich brooks	head coaches	2000	Atlanta_Falcons
16908	Offensive Coordinator/Running Backs	George Sefcik	offensive coaches	2000	Atlanta_Falcons
16909	Quarterbacks	Jerry Rhome	offensive coaches	2000	Atlanta_Falcons
16910	Wide Receivers	Jack Burns	offensive coaches	2000	Atlanta_Falcons
16911	Tight Ends	Rennie Simmons	offensive coaches	2000	Atlanta_Falcons
16912	Offensive Line	Art Shell	offensive coaches	2000	Atlanta_Falcons
16913	Assistant Offensive Line	James Daniel	offensive coaches	2000	Atlanta_Falcons
16914	Offensive Quality Control	Ed West	offensive coaches	2000	Atlanta_Falcons
16915	Defensive Line	Bill Kollar	strength and conditioning	2000	Atlanta_Falcons
16916	Linebackers	Don Blackmon	strength and conditioning	2000	Atlanta_Falcons
16917	Secondary	Greg Brown	strength and conditioning	2000	Atlanta_Falcons
16918	defensive quality control	thom kaumeyer	strength and conditioning	2000	Atlanta_Falcons
16919	special teams	joe decamillis	defensive coaches	2000	Atlanta_Falcons
16920	Strength and Conditioning	Al Miller	special teams coaches	2000	Atlanta_Falcons
16921	Assistant Strength and Conditioning	Rocky Colburn	special teams coaches	2000	Atlanta_Falcons
16922	Owner/Founder	Jerry Richardson	front office	2000	Carolina_Panthers
16923	President	Mark Richardson	front office	2000	Carolina_Panthers
16924	Director of Football Operations	Marty Hurney	front office	2000	Carolina_Panthers
16925	director of player personnel	jack bushofsky	front office	2000	Carolina_Panthers
16926	Head Coach	George Seifert	head coaches	2000	Carolina_Panthers
16927	Assistant Head Coach/Defensive Coordinator	John Marshall	head coaches	2000	Carolina_Panthers
16928	assistant head coach-offense/wide receivers	richard williamson	head coaches	2000	Carolina_Panthers
16929	Offensive Coordinator	Bill Musgrave	offensive coaches	2000	Carolina_Panthers
16930	Running Backs	Chick Harris	offensive coaches	2000	Carolina_Panthers
16931	Tight Ends	Don Breaux	offensive coaches	2000	Carolina_Panthers
16932	Offensive Line	Tony Wise	offensive coaches	2000	Carolina_Panthers
16933	Offensive Assistant/Quarterbacks	Mike McCoy	offensive coaches	2000	Carolina_Panthers
16934	Offensive Assistant	Greg Roman	offensive coaches	2000	Carolina_Panthers
16935	Defensive Line	Jacob Burney	strength and conditioning	2000	Carolina_Panthers
16936	Linebackers	Sam Mills	strength and conditioning	2000	Carolina_Panthers
16937	Defensive Backs/Secondary	Carlos Mainord	strength and conditioning	2000	Carolina_Panthers
16938	defensive assistant	alvin reynolds	strength and conditioning	2000	Carolina_Panthers
16939	Special Teams	Scott O'Brien	defensive coaches	2000	Carolina_Panthers
16940	assistant special teams/assistant 	darrin simmons	defensive coaches	2000	Carolina_Panthers
16941	Strength and Conditioning	Jerry Simmons	special teams coaches	2000	Carolina_Panthers
16942	Owner	Tom Benson	front office	2000	New_Orleans_Saints
16943	General Manager of Football Operations	Randy Mueller	front office	2000	New_Orleans_Saints
16944	Assistant General Manager of Football Operations	Charles Bailey	front office	2000	New_Orleans_Saints
16945	Director of Football Administration	Mickey Loomis	front office	2000	New_Orleans_Saints
16946	Director of Player Personnel	Rick Mueller	front office	2000	New_Orleans_Saints
16947	college scouting coordinator	rick thompson	front office	2000	New_Orleans_Saints
16948	Head Coach	Jim Haslett	head coaches	2000	New_Orleans_Saints
16949	assistant head coach/secondary	rick venturi	head coaches	2000	New_Orleans_Saints
16950	Offensive Coordinator	Mike McCarthy	offensive coaches	2000	New_Orleans_Saints
16951	Quarterbacks	Frank Cignetti, Jr.	offensive coaches	2000	New_Orleans_Saints
16952	Running Backs	Dave Atkins	offensive coaches	2000	New_Orleans_Saints
16953	Wide Receivers	Hubbard Alexander	offensive coaches	2000	New_Orleans_Saints
16954	Tight Ends	Bob Palcic	offensive coaches	2000	New_Orleans_Saints
16955	Offensive Line	Jack Henry	offensive coaches	2000	New_Orleans_Saints
16956	Offensive Assistant/Quality Control	Phil Pettey	offensive coaches	2000	New_Orleans_Saints
16957	Defensive Coordinator	Ron Zook	strength and conditioning	2000	New_Orleans_Saints
16958	Defensive Line	Sam Clancy	strength and conditioning	2000	New_Orleans_Saints
16959	Linebackers	John Bunting	strength and conditioning	2000	New_Orleans_Saints
16960	Secondary Assistant	Joe Baker	strength and conditioning	2000	New_Orleans_Saints
16961	defensive assistant/quality control	winston moss	strength and conditioning	2000	New_Orleans_Saints
16962	Special Teams	Al Everest	defensive coaches	2000	New_Orleans_Saints
16963	special teams assistant	joe baker	defensive coaches	2000	New_Orleans_Saints
16964	Strength and Conditioning	Rock Gullickson	special teams coaches	2000	New_Orleans_Saints
16965	Assistant Strength and Conditioning	Evan Marcus	special teams coaches	2000	New_Orleans_Saints
16966	Owner/President	Malcolm Glazer	front office	2000	Tampa_Bay_Buccaneers
16967	general manager	rich mckay	front office	2000	Tampa_Bay_Buccaneers
16968	Head Coach	Tony Dungy	head coaches	2000	Tampa_Bay_Buccaneers
16969	assistant head coach/defensive backs	herman edwards	head coaches	2000	Tampa_Bay_Buccaneers
16970	Offensive Coordinator	Les Steckel	offensive coaches	2000	Tampa_Bay_Buccaneers
16971	Quarterbacks	Clyde Christensen	offensive coaches	2000	Tampa_Bay_Buccaneers
16972	Running Backs	Tony Nathan	offensive coaches	2000	Tampa_Bay_Buccaneers
16973	Wide Receivers	Charlie Williams	offensive coaches	2000	Tampa_Bay_Buccaneers
16974	Tight Ends	Ricky Thomas	offensive coaches	2000	Tampa_Bay_Buccaneers
16975	Offensive Line	Chris Foerster	offensive coaches	2000	Tampa_Bay_Buccaneers
16976	Offensive Assistant	Wendell Avery	offensive coaches	2000	Tampa_Bay_Buccaneers
16977	Defensive Coordinator	Monte Kiffin	strength and conditioning	2000	Tampa_Bay_Buccaneers
16978	Defensive Line	Rod Marinelli	strength and conditioning	2000	Tampa_Bay_Buccaneers
16979	Linebackers	Lovie Smith	strength and conditioning	2000	Tampa_Bay_Buccaneers
16980	defensive assistant	kevin o'dea	strength and conditioning	2000	Tampa_Bay_Buccaneers
16981	special teams	joe marciano	defensive coaches	2000	Tampa_Bay_Buccaneers
16982	Strength and Conditioning	Mark Asanovich	special teams coaches	2000	Tampa_Bay_Buccaneers
16983	Assistant Strength and Conditioning	Les Ebert	special teams coaches	2000	Tampa_Bay_Buccaneers
16984	President	Bill Bidwill	front office	2000	Arizona_Cardinals
16985	Vice President	Larry Wilson	front office	2000	Arizona_Cardinals
16986	Vice President and General Counsel	Michael Bidwill	front office	2000	Arizona_Cardinals
16987	General Manager	Bob Ferguson	front office	2000	Arizona_Cardinals
16988	assistant to the president	rod graves	front office	2000	Arizona_Cardinals
16989	Head Coach	Vince Tobin (games 1-7)	head coaches	2000	Arizona_Cardinals
16990	head coach - dave mcginnis (games 8-16)	NA	head coaches	2000	Arizona_Cardinals
16991	Offensive Coordinator	Marc Trestman	offensive coaches	2000	Arizona_Cardinals
16992	Quarterbacks	John Garrett	offensive coaches	2000	Arizona_Cardinals
16993	Running Backs	Johnny Roland	offensive coaches	2000	Arizona_Cardinals
16994	Wide Receivers	Vic Rapp	offensive coaches	2000	Arizona_Cardinals
16995	Tight Ends	Don Lawrence	offensive coaches	2000	Arizona_Cardinals
16996	Offensive Line	George Warhop	offensive coaches	2000	Arizona_Cardinals
16997	Defensive Coordinator	Dave McGinnis (games 1-7)	strength and conditioning	2000	Arizona_Cardinals
16998	Defensive Line	Joe Greene	strength and conditioning	2000	Arizona_Cardinals
16999	Linebackers	Glenn Pires	strength and conditioning	2000	Arizona_Cardinals
17000	Defensive Backs	Larry Marmie	strength and conditioning	2000	Arizona_Cardinals
17001	quality control	jeff fitzgerald	strength and conditioning	2000	Arizona_Cardinals
17002	special teams	hank kuhlmann	defensive coaches	2000	Arizona_Cardinals
17003	Strength and Conditioning	Bob Rogucki	special teams coaches	2000	Arizona_Cardinals
17004	President	Bill Bidwill	front office	2000	Los_Angeles_Rams
17005	Vice President	Larry Wilson	front office	2000	Los_Angeles_Rams
17006	Vice President and General Counsel	Michael Bidwill	front office	2000	Los_Angeles_Rams
17007	General Manager	Bob Ferguson	front office	2000	Los_Angeles_Rams
17008	assistant to the president	rod graves	front office	2000	Los_Angeles_Rams
17009	Head Coach	Vince Tobin (games 1-7)	head coaches	2000	Los_Angeles_Rams
17010	head coach - dave mcginnis (games 8-16)	NA	head coaches	2000	Los_Angeles_Rams
17011	Offensive Coordinator	Marc Trestman	offensive coaches	2000	Los_Angeles_Rams
17012	Quarterbacks	John Garrett	offensive coaches	2000	Los_Angeles_Rams
17013	Running Backs	Johnny Roland	offensive coaches	2000	Los_Angeles_Rams
17014	Wide Receivers	Vic Rapp	offensive coaches	2000	Los_Angeles_Rams
17015	Tight Ends	Don Lawrence	offensive coaches	2000	Los_Angeles_Rams
17016	Offensive Line	George Warhop	offensive coaches	2000	Los_Angeles_Rams
17017	Defensive Coordinator	Dave McGinnis (games 1-7)	strength and conditioning	2000	Los_Angeles_Rams
17018	Defensive Line	Joe Greene	strength and conditioning	2000	Los_Angeles_Rams
17019	Linebackers	Glenn Pires	strength and conditioning	2000	Los_Angeles_Rams
17020	Defensive Backs	Larry Marmie	strength and conditioning	2000	Los_Angeles_Rams
17021	quality control	jeff fitzgerald	strength and conditioning	2000	Los_Angeles_Rams
17022	special teams	hank kuhlmann	defensive coaches	2000	Los_Angeles_Rams
17023	Strength and Conditioning	Bob Rogucki	special teams coaches	2000	Los_Angeles_Rams
17024	Owner	Denise DeBartolo York	front office	2000	San_Francisco_49ers
17025	Owner	The DeBartolo Corporation	front office	2000	San_Francisco_49ers
17026	Director/Owner's Representative	John York	front office	2000	San_Francisco_49ers
17027	President/Chief Executive Officer	Peter L. Harris	front office	2000	San_Francisco_49ers
17028	Vice President/General Manager	Bill Walsh	front office	2000	San_Francisco_49ers
17029	Vice President/Director of Football Operations	John McVay	front office	2000	San_Francisco_49ers
17030	Assistant General Manager	Terry Donahue	front office	2000	San_Francisco_49ers
17031	director of pro personnel 	bill mcpherson	front office	2000	San_Francisco_49ers
17032	head coach	steve mariucci	head coaches	2000	San_Francisco_49ers
17033	Offensive Coordinator	Marty Mornhinweg	offensive coaches	2000	San_Francisco_49ers
17034	Quarterbacks	Greg Knapp	offensive coaches	2000	San_Francisco_49ers
17035	Running Backs	Tom Rathman	offensive coaches	2000	San_Francisco_49ers
17036	Wide Receivers	George Stewart	offensive coaches	2000	San_Francisco_49ers
17037	Tight Ends	Tom Batta	offensive coaches	2000	San_Francisco_49ers
17038	Offensive Line	Patrick Morris	offensive coaches	2000	San_Francisco_49ers
17039	Offensive Assistant	Andy Sugarman	offensive coaches	2000	San_Francisco_49ers
17040	Defensive Coordinator	Jim Mora	strength and conditioning	2000	San_Francisco_49ers
17041	Defensive Line	Dwaine Board	strength and conditioning	2000	San_Francisco_49ers
17042	Linebackers	Richard Smith	strength and conditioning	2000	San_Francisco_49ers
17043	Assistant Secondary	Brett Maxie	strength and conditioning	2000	San_Francisco_49ers
17044	Defensive Assistant	Chris Beake	strength and conditioning	2000	San_Francisco_49ers
17045	defensive quality control	joe barry	strength and conditioning	2000	San_Francisco_49ers
17046	special teams	bruce dehaven	defensive coaches	2000	San_Francisco_49ers
17047	Physical Development Coordinator	Jerry Attaway	special teams coaches	2000	San_Francisco_49ers
17048	Chairman	Paul Allen	front office	2000	Seattle_Seahawks
17049	President	Bob Whitsitt	front office	2000	Seattle_Seahawks
17050	Executive Vice President of Football Operations/General Manager	Mike Holmgren	front office	2000	Seattle_Seahawks
17051	Senior Vice President	Mike Reinfeldt	front office	2000	Seattle_Seahawks
17052	Vice President of Football Operations	Ted Thompson	front office	2000	Seattle_Seahawks
17053	Director of Player Personnel	John Schneider	front office	2000	Seattle_Seahawks
17054	Director of Pro Personnel	Will Lewis	front office	2000	Seattle_Seahawks
17055	director of college scouting	scot mccloughan	front office	2000	Seattle_Seahawks
17056	Head Coach	Mike Holmgren	head coaches	2000	Seattle_Seahawks
17057	assistant head coach/offensive line	tom lovat	head coaches	2000	Seattle_Seahawks
17058	Offensive Coordinator	Gil Haskell	offensive coaches	2000	Seattle_Seahawks
17059	Quarterbacks	Mike Sheppard	offensive coaches	2000	Seattle_Seahawks
17060	Running Backs	Stump Mitchell	offensive coaches	2000	Seattle_Seahawks
17061	Wide Receivers	Nolan Cromwell	offensive coaches	2000	Seattle_Seahawks
17062	Tight Ends	Jim Lind	offensive coaches	2000	Seattle_Seahawks
17063	Offensive Quality Control	Jerry Colquitt	offensive coaches	2000	Seattle_Seahawks
17064	Defensive Coordinator	Steve Sidwell	strength and conditioning	2000	Seattle_Seahawks
17065	Defensive Line	Larry Brooks	strength and conditioning	2000	Seattle_Seahawks
17066	Linebackers	Ken Flajole	strength and conditioning	2000	Seattle_Seahawks
17067	Defensive Backs	Dick Roach	strength and conditioning	2000	Seattle_Seahawks
17068	defensive quality control	clayton lopez	strength and conditioning	2000	Seattle_Seahawks
17069	Special Teams Coordinator	Pete Rodriguez	defensive coaches	2000	Seattle_Seahawks
17070	assistant special teams	johnny holland	defensive coaches	2000	Seattle_Seahawks
17071	Strength and Conditioning	Kent Johnston	special teams coaches	2000	Seattle_Seahawks
17072	Assistant Strength and Conditioning	Johnny Holland	special teams coaches	2000	Seattle_Seahawks
17073	Assistant Strength and Conditioning	Rod Springer	special teams coaches	2000	Seattle_Seahawks
17074	Chairman	Georgia Frontiere	front office	2000	St._Louis_Rams
17075	Vice Chairman	Stan Kroenke	front office	2000	St._Louis_Rams
17076	President	John Shaw	front office	2000	St._Louis_Rams
17077	President of Football Operations	Jay Zygmunt	front office	2000	St._Louis_Rams
17078	General Manager	Charley Armey	front office	2000	St._Louis_Rams
17079	Senior Vice President of Administration	Bob Wallace	front office	2000	St._Louis_Rams
17080	Director of Scouting	Lawrence McCutcheon	front office	2000	St._Louis_Rams
17081	administrator of pro personnel	jack faulkner	front office	2000	St._Louis_Rams
17082	Head Coach	Mike Martz	head coaches	2000	St._Louis_Rams
17083	Associate Head Coach / Wide Receivers	Al Saunders	head coaches	2000	St._Louis_Rams
17084	assistant head coach / offensive line	john matsko	head coaches	2000	St._Louis_Rams
17085	Offensive Coordinator/Running Backs	Bobby Jackson	offensive coaches	2000	St._Louis_Rams
17086	Quarterbacks	John Ramsdell	offensive coaches	2000	St._Louis_Rams
17087	Tight Ends	Wilbert Montgomery	offensive coaches	2000	St._Louis_Rams
17088	Offensive Line	Jim Hanifan	offensive coaches	2000	St._Louis_Rams
17089	Offensive Assistant	Ken Zampese	offensive coaches	2000	St._Louis_Rams
17090	Defensive Coordinator	Peter Giunta	strength and conditioning	2000	St._Louis_Rams
17091	Defensive Line	Carl Hairston	strength and conditioning	2000	St._Louis_Rams
17092	Linebackers	Mike Haluchak	strength and conditioning	2000	St._Louis_Rams
17093	Secondary	Steve Brown	strength and conditioning	2000	St._Louis_Rams
17094	Defensive Assistant	Sam Clark	strength and conditioning	2000	St._Louis_Rams
17095	defensive assistant	howard tippett	strength and conditioning	2000	St._Louis_Rams
17096	special teams	larry pasquale	defensive coaches	2000	St._Louis_Rams
17097	Strength and Conditioning	Chris Clausen	special teams coaches	2000	St._Louis_Rams
17098	Strength and Conditioning	Dana LeDuc	special teams coaches	2000	St._Louis_Rams
17099	Chairman/CEO	Robert Kraft	front office	1999	New_England_Patriots
17100	Vice President	Jonathan Kraft	front office	1999	New_England_Patriots
17101	Senior Vice President/COO	Andy Wasynczuk	front office	1999	New_England_Patriots
17102	Vice President of Player Personnel	Bobby Grier	front office	1999	New_England_Patriots
17103	Director of College Scouting	Larry Cook	front office	1999	New_England_Patriots
17104	Director of Pro Scouting	Dave Uyrus	front office	1999	New_England_Patriots
17105	assistant director of pro scouting	andre tippett	front office	1999	New_England_Patriots
17106	head coach	pete carroll	head coaches	1999	New_England_Patriots
17107	Offensive Coordinator	Ernie Zampese	offensive coaches	1999	New_England_Patriots
17108	Quarterbacks	Jack Reilly	offensive coaches	1999	New_England_Patriots
17109	Running Backs	Kirby Wilson	offensive coaches	1999	New_England_Patriots
17110	Wide Receivers	Ivan Fears	offensive coaches	1999	New_England_Patriots
17111	Tight Ends	Carl Smith	offensive coaches	1999	New_England_Patriots
17112	Offensive Line	Dante Scarnecchia	offensive coaches	1999	New_England_Patriots
17113	Assistant Offensive Line	Jeff Davidson	offensive coaches	1999	New_England_Patriots
17114	Defensive Coordinator	Steve Sidwell	strength and conditioning	1999	New_England_Patriots
17115	Defensive Line	Ray Hamilton	strength and conditioning	1999	New_England_Patriots
17116	Linebackers	Bo Pelini	strength and conditioning	1999	New_England_Patriots
17117	Defensive Backs	Ron Lynn	strength and conditioning	1999	New_England_Patriots
17118	defensive assistant/defensive backs	dewayne walker	strength and conditioning	1999	New_England_Patriots
